2021-04-25,2779,AA,ORD,ATL,,S1,-1,-21,606,1,3,4
2020-02-01,2403,AA,DFW,ATL,,S1,-6,-2,731,1,1,4
2023-02-20,31,DL,ATL,DFW,,S2,35,41,731,2,4,1
2021-11-01,238,AA,LAX,JFK,,S1,-3,-27,2475,1,2,5
2022-05-28,788,AA,DFW,LAX,,S2,64,47,1235,1,1,2
2022-10-04,2230,UA,ORD,DFW,,S1,-1,-27,802,3,3,1
2023-06-05,2952,AA,LAX,ORD,,S1,-4,-10,1744,1,2,3
2020-03-05,1085,AA,DFW,LAX,,S1,1,-5,1235,1,1,2
2019-10-20,2839,AA,DFW,ORD,,S1,-5,-29,801,1,1,3
2023-03-15,980,AA,DFW,ATL,,S1,4,11,731,1,1,4
2021-10-03,1725,DL,ATL,ORD,,S1,8,10,606,2,4,3
2022-06-19,2749,AA,DFW,ATL,,S1,9,4,731,1,1,4
2020-05-06,2459,AA,LAX,DFW,,S1,2,-11,1235,1,2,1
2021-05-13,448,DL,ATL,DFW,,S2,26,32,731,2,4,1
2022-01-04,117,AA,JFK,LAX,,S1,-4,-11,2475,1,5,2
2022-03-12,1244,DL,DFW,ATL,,S1,19,3,731,2,1,4
2022-07-18,2868,DL,ATL,DFW,,S1,0,-5,731,2,4,1
2021-02-26,189,AA,DFW,ATL,,S1,12,0,731,1,1,4
2019-09-07,1274,AA,DFW,JFK,,S1,-5,-24,1391,1,1,5
2020-02-04,1267,DL,ATL,LAX,,S1,-1,-11,1947,2,4,2
2019-10-20,1186,UA,ORD,LAX,,S1,11,15,1744,3,3,2
2019-11-19,321,AA,JFK,DFW,,S1,11,-7,1391,1,5,1
2021-10-22,2766,AA,LAX,DFW,,S1,3,7,1235,1,2,1
2021-03-09,2242,AA,DFW,ORD,,S1,0,-15,801,1,1,3
2019-04-06,1,AA,JFK,LAX,,S1,-6,-40,2475,1,5,2
2022-02-14,412,DL,ATL,LAX,,S1,-2,-13,1947,2,4,2
2021-10-05,2811,AA,LAX,DFW,,S1,-4,-3,1235,1,2,1
2019-05-09,2437,AA,DFW,LAX,,S1,3,0,1235,1,1,2
2023-01-17,563,DL,DFW,LAX,,S1,-8,-5,1235,2,1,2
2022-10-01,2308,AA,LAX,ORD,,S1,-5,-22,1744,1,2,3
2022-05-03,2543,AA,LAX,DFW,,S1,4,-9,1235,1,2,1
2022-11-04,980,AA,DFW,ATL,,S1,-2,-7,731,1,1,4
2019-07-19,586,UA,ORD,DFW,,S1,-5,-34,801,3,3,1
2020-09-15,837,DL,ATL,LAX,,S1,0,-13,1947,2,4,2
2023-01-02,429,DL,DFW,ATL,,S1,-4,-6,731,2,1,4
2020-04-15,147,AA,LAX,DFW,,S1,-3,-29,1235,1,2,1
2019-06-13,2143,DL,ATL,LAX,,S1,-2,-7,1947,2,4,2
2022-12-27,2979,DL,LAX,ATL,,S1,0,-6,1947,2,2,4
2022-11-09,562,DL,LAX,JFK,,S1,-5,-31,2475,2,2,5
2021-04-19,2394,AA,DFW,LAX,,S1,9,-11,1235,1,1,2
2021-03-29,2288,AA,DFW,ATL,,S1,-5,-13,731,1,1,4
2022-02-06,553,DL,LAX,JFK,,S2,-2,22,2475,2,2,5
2022-03-23,326,AA,ORD,LAX,,S1,-7,-41,1744,1,3,2
2021-06-27,2300,AA,ORD,DFW,,S2,25,26,801,1,3,1
2023-08-31,2770,AA,ATL,DFW,,S1,-4,-32,731,1,4,1
2019-01-12,2737,AA,ATL,LAX,,S1,-6,4,1947,1,4,2
2023-05-31,1054,DL,JFK,ATL,,S1,-4,-19,760,2,5,4
2023-06-06,305,DL,JFK,LAX,,S2,24,51,2475,2,5,2
2021-08-30,369,DL,LAX,ATL,,S1,-3,-13,1947,2,2,4
2022-02-13,1233,DL,ORD,ATL,,S1,7,-10,606,2,3,4
2019-08-06,2791,DL,DFW,ATL,,S1,-6,-21,731,2,1,4
2022-03-10,1244,DL,DFW,ATL,,S1,-1,2,731,2,1,4
2020-01-15,411,UA,ORD,LAX,,S1,-3,0,1744,3,3,2
2021-07-09,323,DL,LAX,JFK,,S1,1,-4,2475,2,2,5
2022-06-17,1238,DL,JFK,ATL,,S1,11,11,760,2,5,4
2020-11-27,515,DL,ATL,LAX,,S1,-4,-12,1947,2,4,2
2019-06-26,2010,DL,DFW,ATL,,S1,-6,-16,731,2,1,4
2020-04-28,954,DL,LAX,ATL,,S1,-5,-7,1947,2,2,4
2021-05-30,984,DL,LAX,DFW,,S1,-4,-2,1235,2,2,1
2019-09-24,2270,DL,LAX,ATL,,S2,-3,19,1947,2,2,4
2023-06-19,672,DL,LAX,ATL,,S1,5,-6,1947,2,2,4
2022-09-12,392,DL,LAX,JFK,,S1,-3,-11,2475,2,2,5
2021-12-26,2420,DL,DFW,ATL,,S1,1,-12,731,2,1,4
2019-09-17,2776,AA,LAX,ORD,,S1,-4,-9,1744,1,2,3
2020-12-23,2220,DL,ATL,ORD,,S1,-2,-9,606,2,4,3
2021-02-07,516,DL,ATL,LAX,,S1,-5,0,1947,2,4,2
2021-01-19,2068,DL,LAX,ATL,,S1,-3,-22,1947,2,2,4
2019-03-10,2611,AA,ORD,LAX,,S2,30,16,1744,1,3,2
2021-04-18,739,AA,ORD,ATL,,S1,-1,-22,606,1,3,4
2019-07-23,525,DL,ORD,ATL,,S1,-5,-12,606,2,3,4
2020-08-22,420,DL,LAX,ATL,,S1,-2,-4,1947,2,2,4
2019-03-10,713,UA,DFW,ORD,,S1,-2,-16,801,3,1,3
2019-05-01,2459,AA,DFW,LAX,,S1,4,-5,1235,1,1,2
2019-07-29,2585,AA,DFW,ORD,,S2,57,48,801,1,1,3
2022-03-09,1,AA,JFK,LAX,,S1,-6,3,2475,1,5,2
2020-03-12,2684,DL,ATL,JFK,,S1,-1,-16,760,2,4,5
2021-08-07,2901,DL,ORD,ATL,,S1,7,6,606,2,3,4
2021-06-13,1780,DL,ATL,DFW,,S1,0,-3,731,2,4,1
2019-04-23,2737,AA,ATL,LAX,,S1,-1,-15,1947,1,4,2
2019-09-05,1529,DL,JFK,LAX,,S1,-3,-34,2475,2,5,2
2023-07-22,1477,DL,ATL,ORD,,S1,-2,-20,606,2,4,3
2022-01-21,1151,DL,ATL,LAX,,S2,2,48,1947,2,4,2
2022-10-28,300,AA,JFK,LAX,,S1,-2,-29,2475,1,5,2
2019-11-04,296,AA,LAX,ORD,,S1,3,4,1744,1,2,3
2020-10-30,1244,DL,DFW,ATL,,S1,-1,-15,731,2,1,4
2023-01-10,10,AA,LAX,JFK,,S1,-2,-27,2475,1,2,5
2021-02-06,1240,DL,DFW,ATL,,S1,-5,-4,731,2,1,4
2022-12-15,326,DL,JFK,LAX,,S1,-2,-21,2475,2,5,2
2022-04-12,1647,DL,DFW,ATL,,S1,-4,-14,731,2,1,4
2023-04-04,171,AA,JFK,LAX,,S1,0,10,2475,1,5,2
2019-09-27,2300,AA,ORD,DFW,,S2,21,48,801,1,3,1
2019-03-14,2459,AA,DFW,LAX,,S1,0,11,1235,1,1,2
2021-02-27,1347,DL,ORD,ATL,,S1,-2,-21,606,2,3,4
2022-03-18,477,DL,LAX,ATL,,S1,16,9,1947,2,2,4
2021-07-22,416,DL,ATL,JFK,,S1,8,-9,760,2,4,5
2019-07-12,1900,DL,ATL,JFK,,S1,-3,-11,760,2,4,5
2020-02-05,1410,DL,ATL,LAX,,S1,-5,-19,1947,2,4,2
2019-03-10,149,AA,DFW,ORD,,S1,1,-14,801,1,1,3
2021-08-17,2206,AA,DFW,ORD,,S3,313,275,801,1,1,3
2021-10-12,858,DL,ATL,JFK,,S1,-1,-17,760,2,4,5
2021-12-23,1574,AA,ATL,ORD,,S1,-7,-20,606,1,4,3
2023-08-01,380,UA,DFW,ORD,,S1,-6,-18,802,3,1,3
2022-10-09,847,DL,ATL,JFK,,S3,79,72,760,2,4,5
2019-05-09,1463,AA,DFW,ORD,,S1,-1,-19,801,1,1,3
2022-07-21,482,DL,JFK,ATL,,S1,-6,-13,760,2,5,4
2022-03-20,2038,UA,LAX,ORD,,S1,16,3,1744,3,2,3
2021-04-10,788,AA,DFW,LAX,,S1,-3,-2,1235,1,1,2
2022-07-12,929,DL,ORD,ATL,,S1,-1,-2,606,2,3,4
2023-05-30,971,AA,LAX,DFW,,S1,-9,-40,1235,1,2,1
2023-05-24,300,AA,JFK,LAX,,S1,6,-23,2475,1,5,2
2021-02-08,426,DL,ATL,JFK,,S1,16,-7,760,2,4,5
2022-06-12,1568,AA,ATL,DFW,,S1,-5,-22,731,1,4,1
2022-10-01,2499,AA,ORD,DFW,,S2,82,53,802,1,3,1
2023-08-11,2952,AA,LAX,ORD,,S1,-1,-26,1744,1,2,3
2019-10-29,1195,DL,LAX,ATL,,S1,7,11,1947,2,2,4
2022-04-07,739,DL,ATL,ORD,,S1,13,15,606,2,4,3
2020-02-03,2845,DL,ATL,LAX,,S1,-3,-19,1947,2,4,2
2022-12-04,664,DL,ATL,ORD,,S3,139,154,606,2,4,3
2020-03-12,2255,AA,DFW,JFK,,S1,12,14,1391,1,1,5
2023-02-04,453,DL,LAX,JFK,,S2,-4,30,2475,2,2,5
2021-02-01,2503,AA,LAX,DFW,,S1,-5,-15,1235,1,2,1
2023-01-29,2839,AA,ORD,DFW,,S2,30,24,802,1,3,1
2020-11-02,1226,DL,ATL,DFW,,S1,-6,-2,731,2,4,1
2020-03-26,2341,DL,JFK,ATL,,S1,-7,-10,760,2,5,4
2021-08-27,321,DL,LAX,ATL,,S1,5,-11,1947,2,2,4
2022-10-22,929,DL,ORD,ATL,,S1,-2,-10,606,2,3,4
2020-09-27,972,AA,DFW,LAX,,S1,-3,-10,1235,1,1,2
2021-05-23,523,DL,ATL,LAX,,S1,-2,-29,1947,2,4,2
2020-12-10,952,DL,LAX,DFW,,S1,-3,-13,1235,2,2,1
2020-01-27,2357,DL,ATL,ORD,,S1,-3,-4,606,2,4,3
2020-08-14,893,DL,JFK,ATL,,S1,-2,-8,760,2,5,4
2021-04-10,1792,DL,ORD,ATL,,S1,2,-1,606,2,3,4
2022-04-16,32,DL,DFW,ATL,,S3,74,70,731,2,1,4
2019-06-13,427,DL,JFK,LAX,,S1,-2,-1,2475,2,5,2
2023-07-31,1897,UA,LAX,ORD,,S1,19,10,1744,3,2,3
2020-02-18,255,AA,JFK,LAX,,S1,-8,-11,2475,1,5,2
2019-04-10,2668,AA,DFW,ORD,,S1,15,13,801,1,1,3
2020-12-03,861,AA,ORD,DFW,,S1,-2,-23,801,1,3,1
2019-10-24,2164,DL,LAX,JFK,,S3,461,428,2475,2,2,5
2019-10-31,2364,AA,ORD,LAX,,S3,1081,1065,1744,1,3,2
2020-01-27,1365,AA,DFW,ATL,,S2,25,18,731,1,1,4
2019-09-25,84,AA,DFW,LAX,,S1,1,-6,1235,1,1,2
2021-12-03,515,DL,ATL,LAX,,S1,1,-28,1947,2,4,2
2022-06-20,184,AA,LAX,JFK,,S1,-6,-38,2475,1,2,5
2023-08-03,271,UA,ATL,ORD,,S2,36,39,606,3,4,3
2023-08-05,1008,AA,ATL,DFW,,S1,-4,-15,731,1,4,1
2021-04-18,380,UA,DFW,ORD,,S1,0,-18,801,3,1,3
2022-07-12,361,DL,DFW,ATL,,S1,-3,-20,731,2,1,4
2023-04-03,961,DL,ATL,DFW,,S1,8,-1,731,2,4,1
2023-07-26,1654,UA,ORD,ATL,,S2,31,36,606,3,3,4
2022-05-27,324,DL,LAX,JFK,,S1,1,8,2475,2,2,5
2022-01-16,2622,UA,LAX,ORD,,S1,-5,-6,1744,3,2,3
2019-04-27,466,AA,ORD,ATL,,S1,-1,-6,606,1,3,4
2019-01-15,2300,AA,ORD,DFW,,S1,-3,-12,802,1,3,1
2022-01-07,516,UA,LAX,JFK,,S1,-7,-29,2475,3,2,5
2020-03-28,1186,UA,ORD,LAX,,S3,130,134,1744,3,3,2
2019-11-04,1258,DL,LAX,JFK,,S1,-3,-10,2475,2,2,5
2021-11-06,2307,AA,ORD,DFW,,S1,-5,-28,801,1,3,1
2020-12-20,399,DL,JFK,ATL,,S1,-3,-1,760,2,5,4
2022-08-22,2095,UA,ORD,LAX,,S3,82,70,1744,3,3,2
2021-09-16,971,AA,DFW,LAX,,S1,8,-16,1235,1,1,2
2023-06-12,953,DL,DFW,ATL,,S1,-11,-15,731,2,1,4
2021-10-31,1331,AA,DFW,LAX,,S1,6,-7,1235,1,1,2
2019-01-22,2522,DL,LAX,ATL,,S1,1,-10,1947,2,2,4
2021-01-30,1567,AA,ATL,DFW,,S3,71,78,731,1,4,1
2022-06-23,2770,AA,ATL,DFW,,S1,-1,12,731,1,4,1
2022-04-05,657,DL,JFK,LAX,,S2,76,51,2475,2,5,2
2022-08-10,2331,DL,ATL,LAX,,S3,125,112,1947,2,4,2
2023-05-02,2979,AA,JFK,DFW,,S3,132,125,1391,1,5,1
2022-12-18,335,DL,ATL,LAX,,S1,25,12,1947,2,4,2
2020-05-02,415,UA,LAX,ORD,,S1,-10,-44,1744,3,2,3
2022-06-09,2839,AA,ORD,DFW,,S1,6,0,801,1,3,1
2023-05-30,1938,AA,ORD,LAX,,S1,-2,-25,1744,1,3,2
2022-09-24,367,DL,LAX,ATL,,S1,0,-8,1947,2,2,4
2022-10-14,1678,DL,ATL,LAX,,S1,6,3,1947,2,4,2
2022-04-18,2331,DL,ATL,LAX,,S1,5,11,1947,2,4,2
2022-05-09,526,DL,ATL,JFK,,S1,-2,-7,760,2,4,5
2019-12-22,1678,DL,LAX,DFW,,S1,17,5,1235,2,2,1
2019-09-02,1171,DL,DFW,ATL,,S1,-6,-15,731,2,1,4
2023-03-16,2948,AA,DFW,ORD,,S3,321,313,802,1,1,3
2019-12-29,1652,DL,DFW,ATL,,S1,2,12,731,2,1,4
2019-11-05,2205,UA,ORD,DFW,,S1,-6,-18,801,3,3,1
2020-12-27,256,AA,ATL,DFW,,S1,0,-6,731,1,4,1
2019-02-25,2459,AA,DFW,LAX,,S2,27,21,1235,1,1,2
2019-04-22,2201,AA,LAX,JFK,,S1,-6,-8,2475,1,2,5
2021-09-16,1528,AA,DFW,ORD,,S1,-6,-21,801,1,1,3
2022-04-04,2403,AA,DFW,ATL,,S1,3,-14,731,1,1,4
2020-01-28,2012,DL,ORD,ATL,,S1,-9,-26,606,2,3,4
2022-04-11,2893,AA,ATL,ORD,,S1,-8,-21,606,1,4,3
2023-05-28,302,AA,JFK,LAX,,S1,-10,-56,2475,1,5,2
2020-07-31,312,DL,LAX,JFK,,S1,-3,-14,2475,2,2,5
2021-10-10,365,DL,ATL,LAX,,S1,5,9,1947,2,4,2
2022-03-31,2338,DL,ATL,DFW,,S2,30,24,731,2,4,1
2021-06-14,1041,DL,LAX,DFW,,S1,-3,-2,1235,2,2,1
2021-04-02,351,DL,ATL,LAX,,S1,13,6,1947,2,4,2
2019-01-24,411,UA,ORD,LAX,,S1,-1,-20,1744,3,3,2
2021-03-31,2424,AA,DFW,LAX,,S1,0,-9,1235,1,1,2
2019-07-19,1868,UA,DFW,ORD,,S1,-8,-15,801,3,1,3
2020-10-12,360,DL,ATL,LAX,,S1,0,-7,1947,2,4,2
2019-09-12,321,AA,JFK,DFW,,S1,-4,-28,1391,1,5,1
2022-01-08,366,AA,JFK,ORD,,S1,7,1,740,1,5,3
2023-06-13,1178,DL,ATL,ORD,,S1,13,3,606,2,4,3
2022-02-14,448,AA,DFW,LAX,,S2,64,31,1235,1,1,2
2022-06-21,32,DL,DFW,ATL,,S1,8,-6,731,2,1,4
2022-05-22,2211,UA,ORD,DFW,,S1,12,0,801,3,3,1
2019-04-15,2437,AA,LAX,DFW,,S1,-2,-14,1235,1,2,1
2019-11-01,2690,DL,JFK,ATL,,S1,-5,-37,760,2,5,4
2022-02-26,367,DL,LAX,ATL,,S2,22,18,1947,2,2,4
2022-07-30,1463,AA,ORD,DFW,,S1,1,-6,801,1,3,1
2021-10-15,403,DL,LAX,ATL,,S1,1,-9,1947,2,2,4
2020-08-26,1024,AA,ORD,LAX,,S1,0,-29,1744,1,3,2
2020-12-30,45,DL,JFK,ATL,,S1,6,12,760,2,5,4
2023-01-20,568,DL,LAX,DFW,,S1,-11,-30,1235,2,2,1
2022-10-23,324,DL,LAX,JFK,,S1,-1,-19,2475,2,2,5
2021-08-22,2940,DL,DFW,ATL,,S1,-2,-14,731,2,1,4
2020-05-07,2893,AA,ATL,ORD,,S1,-9,-26,606,1,4,3
2019-07-25,2199,UA,DFW,ORD,,S1,-6,-21,801,3,1,3
2019-01-24,1681,DL,ORD,ATL,,S3,55,77,606,2,3,4
2019-09-01,2777,AA,DFW,LAX,,S3,353,359,1235,1,1,2
2019-05-28,1787,DL,ATL,ORD,,S1,0,-14,606,2,4,3
